ID,Module,Topic,DOK,Difficulty,Question,Answer,Tags
W1-312,Tissues,Cell Junctions,3,5,"In the skin, which junction keeps the epidermis anchored to the basement membrane so it does not shear away?",The hemidesmosome.,cell junctions; hemidesmosome; clinical
W1-313,Tissues,Cell Junctions,3,6,Cardiac muscle must both stay physically bound and communicate cell to cell. Which two junctions provide each need?,"Desmosomes rivet the cells together against pulling forces, and gap junctions let them communicate.",cell junctions; cardiac muscle; desmosome; gap junction
W1-314,Tissues,Glandular Epithelium,1,2,What is glandular epithelium?,"Epithelium specialized to produce and release a secretion, forming the body's glands.",glandular epithelium
W1-315,Tissues,Glandular Epithelium,2,3,Compare exocrine and endocrine glands by whether they have a duct.,Exocrine glands have a duct and secrete onto a surface; endocrine glands are ductless and release hormones into the blood.,glandular epithelium; exocrine; endocrine
W1-316,Tissues,Glandular Epithelium,1,2,Name two exocrine glands.,Sweat glands and salivary glands.,glandular epithelium; exocrine
W1-317,Tissues,Glandular Epithelium,2,3,A gland releases its product through a duct onto the skin surface. Is it exocrine or endocrine?,Exocrine.,glandular epithelium; exocrine; classification
W1-318,Tissues,Glandular Epithelium,2,3,A ductless gland releases its product straight into the bloodstream. Is it exocrine or endocrine?,Endocrine.,glandular epithelium; endocrine; classification
W1-319,Tissues,Glandular Epithelium,2,4,Why does an endocrine gland not need a duct?,"It releases hormones directly into the blood rather than onto a surface, so no duct is required.",glandular epithelium; endocrine
W1-320,Tissues,Glandular Epithelium,3,5,The thyroid has no duct; a salivary gland has one. What does the presence or absence of a duct tell you about where each product goes?,The ducted salivary gland delivers onto a surface (exocrine); the ductless thyroid releases into the blood (endocrine).,glandular epithelium; exocrine; endocrine
W1-321,Tissues,Connective Tissue,1,2,What are the three ingredients found in every connective tissue?,"Cells, fibers, and ground substance.",connective tissue; composition
W1-322,Tissues,Connective Tissue,1,2,What is the extracellular matrix of a connective tissue?,"The fibers and ground substance together, where most of the tissue volume sits.",connective tissue; extracellular matrix
W1-323,Tissues,Connective Tissue,2,4,Why is connective tissue described as mostly extracellular matrix rather than cells?,"Its cells are spread far apart, and fibers plus ground substance make up most of the tissue volume.",connective tissue; extracellular matrix
W1-324,Tissues,Connective Tissue,1,2,What is ground substance?,The gel that fills the space between cells and fibers and holds tissue fluid.,connective tissue; ground substance
W1-325,Tissues,Connective Tissue,2,3,Which cell builds the fibers and matrix of connective tissue proper?,The fibroblast.,connective tissue; fibroblast
W1-326,Tissues,Connective Tissue Fibers,2,4,Compare the three connective tissue fiber types by their defining property.,"Collagen fibers are strong and ropelike, elastic fibers stretch and recoil, and reticular fibers form fine branching networks.",connective tissue; fibers
W1-327,Tissues,Connective Tissue Fibers,1,2,Which connective tissue fiber is the most abundant in the body?,Collagen.,connective tissue; collagen
W1-328,Tissues,Connective Tissue Fibers,2,4,Why do skin and artery walls rely on elastic fibers?,"Elastic fibers stretch and then recoil to their original shape, letting these tissues spring back.",connective tissue; elastic fibers
W1-329,Tissues,Connective Tissue Fibers,2,3,Why are reticular fibers well suited to supporting the spleen and lymph nodes?,They form fine branching networks that create a soft supportive scaffold.,connective tissue; reticular fibers
W1-330,Tissues,Connective Tissue Fibers,2,3,Compare collagen and reticular fibers by structure.,Collagen fibers are thick and ropelike; reticular fibers are fine and branching.,connective tissue; collagen; reticular fibers
W1-331,Tissues,Connective Tissue Fibers,3,5,Skin that no longer recoils after being stretched has most likely lost which fiber type?,Elastic fibers.,connective tissue; elastic fibers; application
W1-332,Tissues,Connective Tissue Fibers,3,5,A tissue must resist strong straight-line pulling yet still spring back after stretch. Which two fibers combine to do this?,Collagen for tensile strength and elastic fibers for recoil.,connective tissue; collagen; elastic fibers
W1-333,Tissues,Connective Tissue,3,5,"A biopsy shows widely spaced cells surrounded by abundant fibers and gel. Which of the four tissue types is this, and how do you know?","Connective tissue, because it is mostly extracellular matrix with cells spread apart.",connective tissue; identification; board
W1-334,Tissues,Connective Tissue,3,6,Explain how the same three ingredients can build tissues as different as fat and tendon.,"By varying the cells, the fiber type and arrangement, and the amount of ground substance, connective tissue can range from soft fat to a strong tendon.",connective tissue; composition; synthesis
W1-335,Tissues,Connective Tissue Proper,1,2,Into what two categories does connective tissue proper divide?,Loose and dense.,connective tissue proper; classification
W1-336,Tissues,Connective Tissue Proper,2,3,Compare areolar and adipose tissue by their main role.,"Areolar tissue is soft packing that cushions organs and holds tissue fluid; adipose tissue stores energy, insulates, and cushions.",connective tissue proper; areolar; adipose
W1-337,Tissues,Connective Tissue Proper,1,2,What is adipose tissue?,"A loose connective tissue of fat that stores energy, insulates, and cushions.",connective tissue proper; adipose
W1-338,Tissues,Connective Tissue Proper,2,3,"Which loose connective tissue forms the framework of lymph nodes, the spleen, and bone marrow?",Reticular connective tissue.,connective tissue proper; reticular
W1-339,Tissues,Connective Tissue Proper,2,4,Why is dense regular connective tissue strong in only one direction?,"Its collagen fibers run parallel, so it resists pulling only along that single line.",connective tissue proper; dense regular
W1-340,Tissues,Connective Tissue Proper,1,2,What two structures are built from dense regular connective tissue?,Tendons and ligaments.,connective tissue proper; dense regular
W1-341,Tissues,Connective Tissue Proper,2,4,Compare dense regular and dense irregular connective tissue by fiber arrangement.,Dense regular has parallel collagen; dense irregular has collagen running in all directions.,connective tissue proper; dense regular; dense irregular
W1-342,Tissues,Connective Tissue Proper,3,5,The dermis and organ capsules must resist stress from many directions. Which connective tissue forms them?,Dense irregular connective tissue.,connective tissue proper; dense irregular; classification
W1-343,Tissues,Connective Tissue Proper,2,4,"Which connective tissue, rich in elastic fibers, forms the walls of large arteries?",Dense elastic connective tissue.,connective tissue proper; dense elastic
W1-344,Tissues,Connective Tissue,2,4,Why is blood classified as a connective tissue?,Because it is cells and cell fragments suspended in an extracellular fluid matrix called plasma.,connective tissue; blood
W1-345,Tissues,Connective Tissue,1,2,What is the fluid matrix of blood called?,Plasma.,connective tissue; blood; plasma
W1-346,Tissues,Connective Tissue Proper,3,6,"A tendon must transmit force in one line, while the dermis must resist tearing from any angle. Which connective tissue fits each?","Dense regular connective tissue for the tendon, dense irregular for the dermis.",connective tissue proper; dense regular; dense irregular; board
W1-347,Tissues,Connective Tissue Proper,3,5,A ligament is easily overstretched when force is applied across its length rather than along it. Which structural fact explains this?,Its parallel collagen makes dense regular tissue strong only along the fiber direction.,connective tissue proper; dense regular; application
W1-348,Tissues,Cartilage,1,2,What is the general function of cartilage?,"To provide firm but flexible support and a smooth, low-friction surface for movement.",cartilage; function
W1-349,Tissues,Cartilage,2,3,Why does cartilage heal slowly?,"It is avascular, with no blood vessels to deliver the materials needed for repair.",cartilage; avascular
W1-350,Tissues,Cartilage,1,2,Which cartilage is the most common type and has fine collagen in a glassy matrix?,Hyaline cartilage.,cartilage; hyaline
W1-351,Tissues,Cartilage,2,3,Why is hyaline cartilage well suited to the ends of bones?,"Its smooth, glassy matrix provides a low-friction surface for joint movement.",cartilage; hyaline
W1-352,Tissues,Cartilage,1,2,Which cartilage forms the external ear and the epiglottis?,Elastic cartilage.,cartilage; elastic cartilage
W1-353,Tissues,Cartilage,2,4,Compare hyaline and elastic cartilage by the fibers in their matrix.,Hyaline cartilage has fine collagen and a glassy matrix; elastic cartilage is packed with elastic fibers.,cartilage; hyaline; elastic cartilage
W1-354,Tissues,Cartilage,2,3,"Which cartilage is tough and shock-absorbing, built from thick collagen bundles?",Fibrocartilage.,cartilage; fibrocartilage
W1-355,Tissues,Cartilage,3,5,The intervertebral discs and the knee menisci absorb heavy shock. Which cartilage forms them?,Fibrocartilage.,cartilage; fibrocartilage; classification
W1-356,Tissues,Cartilage,2,4,Compare elastic cartilage and fibrocartilage by their defining fiber.,Elastic cartilage is dominated by elastic fibers; fibrocartilage is dominated by thick collagen bundles.,cartilage; elastic cartilage; fibrocartilage
W1-357,Tissues,Cartilage,3,6,A torn knee meniscus barely repairs itself. Which single property of cartilage best explains this?,"Cartilage is avascular, so it heals slowly.",cartilage; avascular; clinical; board
W1-358,Tissues,Bone,1,2,List the functions of bone tissue.,"It supports the body, protects organs, provides levers for movement, and stores minerals.",bone; function
W1-359,Tissues,Bone,2,4,Compare bone and cartilage by blood supply and healing.,Bone is well vascularized and heals well; cartilage is avascular and heals slowly.,bone; cartilage; vascularity
W1-360,Tissues,Bone,1,2,What is compact bone?,"The dense outer layer of bone, built around repeating units called osteons.",bone; compact bone
W1-361,Tissues,Bone,2,3,What are the repeating structural units of compact bone called?,Osteons.,bone; compact bone; osteon
W1-362,Tissues,Bone,2,3,What is spongy bone?,An open lattice of trabeculae that is lighter than compact bone and houses bone marrow.,bone; spongy bone
W1-363,Tissues,Bone,2,4,Compare compact and spongy bone by structure.,Compact bone is dense and built of osteons; spongy bone is an open lattice of trabeculae.,bone; compact bone; spongy bone
W1-364,Tissues,Bone,2,4,Why does compact bone suit the outer surface of a bone?,Its dense osteon structure resists stress and gives the bone surface its strength.,bone; compact bone
W1-365,Tissues,Bone,3,5,Why does spongy bone lighten the skeleton without leaving it weak?,Its open trabecular lattice uses less solid material while still bracing the bone along lines of stress.,bone; spongy bone
W1-366,Tissues,Bone,3,5,A region of bone is an open lattice of trabeculae that cradles marrow. Which bone tissue is it?,Spongy bone.,bone; spongy bone; classification
W1-367,Tissues,Muscle Tissue,1,2,Name the three types of muscle tissue.,"Skeletal, cardiac, and smooth muscle.",muscle tissue; types
W1-368,Tissues,Muscle Tissue,2,3,How are skeletal muscle cells described structurally?,As long cylindrical cells with many nuclei.,muscle tissue; skeletal muscle
W1-369,Tissues,Muscle Tissue,2,4,Compare skeletal and smooth muscle by striations and control.,Skeletal muscle is striated and voluntary; smooth muscle is non-striated and involuntary.,muscle tissue; skeletal muscle; smooth muscle
W1-370,Tissues,Muscle Tissue,1,2,Which muscle type has branching cells joined by intercalated discs?,Cardiac muscle.,muscle tissue; cardiac muscle; intercalated discs
W1-371,Tissues,Muscle Tissue,2,3,Compare cardiac and smooth muscle by striations.,Cardiac muscle is striated; smooth muscle has no striations.,muscle tissue; cardiac muscle; smooth muscle
W1-372,Tissues,Muscle Tissue,2,3,How are smooth muscle cells described structurally?,As spindle-shaped cells with a single nucleus.,muscle tissue; smooth muscle
W1-373,Tissues,Muscle Tissue,2,4,Cardiac muscle is described as branching cells joined by intercalated discs. Why does that structure fit the heart?,The branches and intercalated discs bind the cells so the heart wall works as one connected unit.,muscle tissue; cardiac muscle; intercalated discs
W1-374,Tissues,Muscle Tissue,2,3,The walls of hollow organs such as the intestine are lined with which muscle type?,Smooth muscle.,muscle tissue; smooth muscle; spatial
W1-375,Tissues,Muscle Tissue,3,5,"A muscle is striated, voluntary, and attached to bone. Which type is it?",Skeletal muscle.,muscle tissue; skeletal muscle; classification
W1-376,Tissues,Muscle Tissue,3,5,"A muscle in a blood vessel wall is non-striated and involuntary with spindle-shaped, single-nucleus cells. Which type is it?",Smooth muscle.,muscle tissue; smooth muscle; classification
W1-377,Tissues,Muscle Tissue,3,6,Two muscle types are striated. How do control and location tell them apart?,Skeletal muscle is voluntary and attached to bone; cardiac muscle is involuntary and found only in the heart wall.,muscle tissue; skeletal muscle; cardiac muscle; board
W1-378,Tissues,Muscle Tissue,2,4,"Compare the number of nuclei in skeletal, cardiac, and smooth muscle cells.",Skeletal cells have many nuclei; smooth cells have one; cardiac cells characteristically have one or two.,muscle tissue; nuclei; comparison
W1-379,Tissues,Nervous Tissue,1,2,What are the two cell types of nervous tissue?,Neurons and neuroglia.,nervous tissue; neurons; neuroglia
W1-380,Tissues,Nervous Tissue,2,3,Compare neurons and neuroglia by role.,Neurons are the signaling cells that carry electrical impulses; neuroglia are supporting cells that protect and assist neurons.,nervous tissue; neurons; neuroglia
W1-381,Tissues,Nervous Tissue,2,3,Which nervous tissue cell carries the electrical impulses?,The neuron.,nervous tissue; neurons
W1-382,Tissues,Nervous Tissue,2,4,Neuroglia are named as supporting cells. What does that tell you neurons are free to specialize in?,"Carrying and processing signals, while neuroglia handle protection and support.",nervous tissue; neurons; neuroglia
W1-383,Tissues,Nervous Tissue,3,5,A slide of brain tissue shows large signaling cells surrounded by many smaller helper cells. Name each population.,The large signaling cells are neurons; the smaller helper cells are neuroglia.,nervous tissue; neurons; neuroglia; board
W1-384,Tissues,Nervous Tissue,3,5,"If a disease selectively destroyed neuroglia, which cells would lose their support and protection?",The neurons.,nervous tissue; neuroglia; application
W1-385,Tissues,Body Membranes,1,2,What is a body membrane?,A thin sheet that combines an epithelium with an underlying connective tissue.,body membranes; definition
W1-386,Tissues,Body Membranes,2,3,Which body membrane has no epithelium?,The synovial membrane.,body membranes; synovial membrane
W1-387,Tissues,Body Membranes,2,3,What is the cutaneous membrane?,"The skin: a keratinized epithelium over dense connective tissue, forming a dry membrane.",body membranes; cutaneous membrane
W1-388,Tissues,Body Membranes,2,4,Compare cutaneous and mucous membranes by moisture and location.,The cutaneous membrane is dry and covers the body surface; mucous membranes are moist and line cavities open to the outside.,body membranes; cutaneous membrane; mucous membrane
W1-389,Tissues,Body Membranes,2,3,What kind of cavity does a mucous membrane line?,"Cavities that open to the outside, such as the digestive and respiratory tracts.",body membranes; mucous membrane
W1-390,Tissues,Body Membranes,2,4,Why is the synovial membrane different from every other body membrane?,"It is built of connective tissue only, with no epithelium, and it secretes lubricating fluid into joints.",body membranes; synovial membrane
W1-391,Tissues,Body Membranes,3,5,A membrane lines the closed ventral cavities and is a simple squamous epithelium over thin connective tissue. Which membrane is it?,A serous membrane.,body membranes; serous membrane; classification
W1-392,Tissues,Body Membranes,3,5,Compare serous and mucous membranes by the cavities they line.,Serous membranes line closed ventral cavities; mucous membranes line cavities that open to the outside.,body membranes; serous membrane; mucous membrane
W1-393,Tissues,Body Membranes,3,6,"A joint cavity needs a lubricated, low-friction lining but no barrier epithelium. Which membrane fits, and why?","The synovial membrane, because it is connective tissue only and secretes lubricating fluid.",body membranes; synovial membrane; board
W1-394,Tissues,Tissue Clinical,1,2,"From which tissue type do most cancers, called carcinomas, arise?",Epithelium.,tissue clinical; carcinoma; epithelium
W1-395,Tissues,Tissue Clinical,2,4,Why do carcinomas arise most often from epithelium?,"Epithelium divides and turns over constantly, and rapidly dividing tissue is where carcinomas develop.",tissue clinical; carcinoma; epithelium
W1-396,Tissues,Tissue Clinical,3,6,"Why does a small skin cut hurt and heal quickly, while a torn meniscus does neither?","Epithelium has a rich nerve supply and dividing cells, so it hurts and heals fast; cartilage is avascular, so it barely repairs.",tissue clinical; epithelium; cartilage; comparison
W1-397,Tissues,Tissue Clinical,3,5,A tendon tears when a joint is twisted rather than pulled straight. Which tissue property explains this?,"Dense regular connective tissue is strong only along its parallel collagen, so off-axis force tears it.",tissue clinical; dense regular; application
W1-398,Tissues,Tissue Clinical,3,4,A student says connective tissue is mostly cells packed tightly together. Why is that wrong?,"Connective tissue is mostly extracellular matrix, fibers and ground substance, with the cells spread far apart.",tissue clinical; connective tissue; misconception
W1-399,Tissues,Tissue Clinical,3,6,Trace how the wall of the gut can contain all four tissue types.,"Epithelium lines the inner surface, connective tissue supports it beneath, smooth muscle in the wall moves the contents, and nervous tissue controls that movement.",tissue clinical; four tissue types; synthesis
W1-400,Tissues,Tissue Clinical,3,7,"A slide shows tightly packed cells with a free apical surface resting on a basement membrane and little matrix between them. Which tissue type is it, and what job can you predict?","Epithelial tissue; it covers or lines a surface, so it likely serves protection, absorption, or secretion.",tissue clinical; epithelium; identification; board
